Vehicle ID,Vehicle Type,Make & Model,Year of Manufacture,Fuel Type,Odometer Reading (km),Last Service Date,Next Service Due Date,Fuel Efficiency (km/l),Driver ID,Driver Experience (Years),Region of Operation,Trip Distance (km),Trip Duration (hrs),Average Speed (km/h),Fuel Consumption (liters),Fuel Cost (per trip),Total Maintenance Cost (YTD),Breakdowns Reported (YTD),Insurance Expiry Date,CO2 Emissions (g/km),Vehicle Status,Route Risk Level,Idle Time (hrs/month),Number of Trips (YTD)
VH-19549,Truck,Mercedes Actros,2014,Electric,562630,2024-06-19,2024-08-15,16.86,DR-2009,12,West,868.19,17.18,50.53,51.49,62.13,7789.37,3,2025-03-30,159.96,Decommissioned,Medium,36.74,564
VH-19550,Van,Mercedes Sprinter,2015,Electric,563492,2024-06-12,2024-09-07,10.44,DR-4381,5,West,475.83,4.84,98.31,45.58,79.66,4819.92,6,2025-05-16,244.02,In Repair,High,14.12,639
VH-19551,Van,Mercedes Sprinter,2021,Petrol,215902,2024-10-01,2025-02-07,15.8,DR-6844,31,West,64.18,2.2,29.17,4.06,9.67,7014.97,4,2025-11-10,391.58,Decommissioned,Low,21.53,363
VH-19552,Car,Ford Focus,2020,Petrol,537119,2024-07-29,2024-09-10,14.33,DR-6769,34,East,240.73,5.17,46.56,16.8,47.67,5963.93,8,2025-06-02,132.21,Active,Low,33.26,248
VH-19553,Car,Ford Focus,2012,Hybrid,195395,2024-03-22,2024-06-02,9.23,DR-6667,17,West,255.99,8.07,31.72,27.73,63.69,7957.64,0,2025-03-28,383.91,Decommissioned,High,21.36,70
VH-19554,Motorcycle,Yamaha MT-07,2017,Petrol,196811,2024-12-10,2025-03-17,5.95,DR-4182,8,South,62.88,0.96,65.5,10.57,32.33,9147.19,3,2025-04-13,391.37,Decommissioned,Low,9.68,744
VH-19555,Truck,Mercedes Actros,2009,Diesel,447632,2024-05-01,2024-07-17,24.07,DR-1449,11,West,788.01,9.89,79.68,32.74,52.52,7845.74,8,2025-06-07,209.15,In Repair,Low,43.46,723
VH-19556,Car,Ford Focus,2013,Petrol,446849,2024-04-04,2024-07-11,23.4,DR-7787,24,East,953.48,12.95,73.63,40.75,53.04,1829.57,1,2025-06-23,219.06,In Repair,Medium,49.06,418
VH-19557,Motorcycle,Honda CB500X,2013,Electric,190689,2024-09-26,2025-02-12,16.11,DR-6044,7,West,101.39,1.36,74.55,6.29,21.75,6784.08,6,2025-10-29,197.85,Decommissioned,Medium,5.49,382
VH-19558,Bus,Scania Citywide,2013,Petrol,170850,2024-08-26,2025-01-19,12.74,DR-9706,24,South,366.17,7.2,50.86,28.74,89.99,9717.59,4,2025-08-08,299.94,Active,Medium,38.84,550
VH-19559,Motorcycle,Kawasaki Z650,2016,Diesel,249666,2024-05-24,2024-10-18,7.74,DR-9355,20,North,433.25,10.36,41.82,55.98,183.09,7590.13,3,2025-12-08,246.28,Active,Medium,23.67,619
VH-19560,Truck,Mercedes Actros,2010,Hybrid,441265,2024-12-23,2025-03-25,8.74,DR-3809,21,East,765.96,7.57,101.18,87.64,143.91,8672.47,5,2026-01-09,173.32,Decommissioned,High,18.64,822
VH-19561,Truck,Volvo FH,2018,Hybrid,75029,2024-03-21,2024-05-18,24.61,DR-6317,30,West,962.04,8.9,108.09,39.09,70.99,2428.52,8,2026-01-13,113.24,In Repair,High,33.77,724
VH-19562,Van,Renault Trafic,2015,Diesel,117816,2024-12-17,2025-03-24,18.6,DR-4563,27,Central,646.87,6.63,97.57,34.78,61.51,6786.56,2,2025-11-11,57.9,In Repair,Medium,15.65,160
VH-19563,Motorcycle,Yamaha MT-07,2007,Hybrid,256028,2024-06-04,2024-11-13,19.99,DR-6314,1,Central,370.74,5,74.15,18.55,53.19,2394.27,5,2026-02-22,343.67,In Repair,High,22.18,121
VH-19564,Bus,Volvo 7900,2021,Petrol,328886,2024-07-12,2024-08-24,4.59,DR-7726,24,South,671.45,6.61,101.58,146.29,402.72,2527.16,9,2025-07-03,112.61,In Repair,Medium,21.51,215
VH-19565,Bus,Volvo 7900,2012,Diesel,456872,2024-05-08,2024-10-19,21.1,DR-5271,10,North,286.42,4.08,70.2,13.57,30.53,2936.97,7,2026-01-22,75.53,In Repair,Low,37.6,722
VH-19566,Truck,Scania R,2005,Electric,462308,2024-09-29,2024-11-11,14.52,DR-2809,33,Central,829.57,9.23,89.88,57.13,173.31,873.55,5,2025-09-18,325.4,Active,Medium,38.84,117
VH-19567,Motorcycle,Yamaha MT-07,2016,Electric,389352,2024-08-17,2024-11-14,14.84,DR-8505,7,South,469.22,11.74,39.97,31.62,47.2,2548.22,3,2026-01-20,266.98,In Repair,High,48.62,574
VH-19568,Truck,Volvo FH,2014,Diesel,429933,2024-04-21,2024-09-01,19.66,DR-8597,23,South,943.28,12.41,76.01,47.98,116.43,8850.14,7,2025-05-24,386.22,Decommissioned,Low,25.78,185
VH-19569,Car,Toyota Corolla,2019,Petrol,516963,2024-03-30,2024-07-05,16.6,DR-8607,20,Central,549.94,7.13,77.13,33.13,103.41,1691.02,10,2025-06-03,184.43,In Repair,Low,29.25,661
VH-19570,Car,Honda Civic,2018,Electric,417648,2024-05-11,2024-08-08,14.19,DR-6244,31,South,833.1,41.12,20.26,58.71,186.73,8430.21,4,2025-11-30,96.53,In Repair,Medium,41.68,780
VH-19571,Van,Renault Trafic,2018,Diesel,105426,2024-04-10,2024-05-24,23.17,DR-9787,25,South,909.37,22.72,40.03,39.25,104.92,1751.88,6,2025-03-28,209.01,Active,High,48.76,293
VH-19572,Motorcycle,Honda CB500X,2008,Hybrid,191413,2024-06-01,2024-10-23,24.57,DR-9865,16,West,282.04,3.56,79.22,11.48,14.68,9185.65,8,2026-02-06,91.59,Decommissioned,High,34.65,826
VH-19573,Van,Ford Transit,2005,Petrol,185696,2025-01-09,2025-03-14,13.71,DR-3175,26,East,745.98,33.36,22.36,54.41,157.45,9657.48,1,2025-04-24,56.75,Active,Medium,35.94,654
VH-19574,Car,Honda Civic,2016,Electric,390748,2024-12-14,2025-03-17,20.73,DR-6974,31,North,569.81,5.48,103.98,27.49,44.75,2447.29,5,2026-01-08,362.43,Decommissioned,Medium,28.95,565
VH-19575,Bus,Scania Citywide,2021,Electric,41657,2024-04-20,2024-08-18,18.98,DR-6676,17,South,122.18,1.95,62.66,6.44,9.06,5154.57,8,2025-07-29,181.92,Decommissioned,Low,7.85,67
VH-19576,Bus,Volvo 7900,2016,Diesel,584706,2024-09-10,2025-01-15,7.84,DR-7196,7,West,975.7,25.96,37.58,124.45,363.78,6659.29,3,2025-12-19,106.83,Decommissioned,Low,17.95,453
VH-19577,Car,Toyota Corolla,2008,Electric,184858,2024-04-05,2024-09-02,6.51,DR-8961,5,South,555.53,11.2,49.6,85.33,216.11,8152.67,5,2025-12-08,50.11,Active,Low,21.49,607
VH-19578,Car,Honda Civic,2016,Hybrid,278544,2024-06-06,2024-09-06,7.53,DR-8506,4,East,212.74,4.16,51.14,28.25,93.08,3355.28,5,2025-07-08,325.96,Decommissioned,High,21.56,657
VH-19579,Car,Toyota Corolla,2017,Petrol,470118,2024-11-02,2025-03-07,16.09,DR-8592,14,South,379,3.95,95.95,23.56,67.41,2936.43,9,2025-10-25,264.72,Active,Low,40.54,861
VH-19580,Motorcycle,Kawasaki Z650,2009,Diesel,435262,2024-10-31,2025-01-07,13.24,DR-7280,21,South,913.06,28.44,32.1,68.96,193.67,5234.64,0,2025-05-15,226.56,Active,Medium,43.04,343
VH-19581,Van,Mercedes Sprinter,2018,Diesel,575161,2024-09-09,2024-12-02,6.65,DR-5702,28,West,161.4,2.86,56.43,24.27,80.01,774.14,0,2025-04-23,53.37,Active,Low,19.54,889
VH-19582,Motorcycle,Kawasaki Z650,2018,Electric,143255,2024-07-26,2025-01-04,8.29,DR-3896,3,East,641.14,7.28,88.07,77.34,94.91,6490.87,9,2025-12-10,324.49,Decommissioned,Low,29.17,125
VH-19583,Van,Renault Trafic,2008,Petrol,66004,2024-10-08,2025-02-16,20.62,DR-7798,24,South,691.52,12.92,53.52,33.54,94.27,2674.58,10,2025-05-25,350.47,Decommissioned,High,47.4,563
VH-19584,Truck,Mercedes Actros,2020,Diesel,559367,2024-05-03,2024-09-15,15.41,DR-1022,1,West,528.36,20.6,25.65,34.29,62.14,2733.82,8,2025-07-27,64.63,Decommissioned,Low,46.04,365
VH-19585,Car,Toyota Corolla,2006,Diesel,428814,2024-10-09,2025-04-06,6.27,DR-4917,8,West,392.81,4.55,86.33,62.65,155.65,6473.31,7,2025-09-30,351.7,Active,Low,35.23,697
VH-19586,Car,Ford Focus,2022,Petrol,254758,2024-04-04,2024-07-17,22.83,DR-5312,5,East,121.15,4.43,27.35,5.31,11.65,7997.37,10,2026-01-13,391.98,In Repair,Low,26.25,613
VH-19587,Car,Honda Civic,2009,Hybrid,361354,2024-12-22,2025-04-24,17.99,DR-6812,12,Central,622.13,18.1,34.37,34.58,103.83,2647.17,4,2025-11-01,291.28,Decommissioned,Low,11.36,371
VH-19588,Motorcycle,Kawasaki Z650,2007,Petrol,516312,2024-04-10,2024-09-23,13.23,DR-3369,24,North,683.95,25.88,26.43,51.7,90.76,2704.83,10,2026-01-19,149.92,Active,Low,18.99,483
VH-19589,Van,Mercedes Sprinter,2012,Electric,161818,2024-05-21,2024-11-15,7.22,DR-4107,2,North,207.67,2.6,79.87,28.76,86.91,3110.79,3,2025-10-14,328.19,Decommissioned,Medium,6.35,682
VH-19590,Motorcycle,Kawasaki Z650,2012,Diesel,599422,2024-05-02,2024-10-29,22.05,DR-1830,12,North,486.11,4.22,115.19,22.05,40.06,3689.51,1,2025-06-11,232.85,Decommissioned,High,8.95,724
VH-19591,Truck,Scania R,2018,Electric,317896,2024-11-30,2025-01-03,16.12,DR-5926,25,North,929.69,18.41,50.5,57.67,100.61,9515.67,5,2025-11-20,232.91,Active,Low,34.89,930
VH-19592,Truck,Scania R,2011,Diesel,184365,2025-01-05,2025-03-26,8.51,DR-8875,13,West,754.89,19.11,39.5,88.71,168.71,8674.4,3,2025-11-21,370.61,Active,Medium,27.85,147
VH-19593,Car,Honda Civic,2023,Electric,135654,2025-01-13,2025-06-07,24.18,DR-3693,6,South,643.05,9.48,67.83,26.59,38.14,8447.49,2,2025-08-12,176.7,In Repair,High,30.55,458
VH-19594,Van,Renault Trafic,2017,Hybrid,378190,2025-01-20,2025-05-14,7.83,DR-2893,7,North,610.74,8.87,68.85,78,124.05,3737.26,9,2025-07-11,252.23,Active,Medium,19.66,700
VH-19595,Car,Toyota Corolla,2018,Petrol,504377,2024-09-11,2025-03-08,17.9,DR-6751,12,Central,378.2,14.42,26.23,21.13,47.48,3702.98,8,2025-09-21,344.19,Decommissioned,Low,29.21,700
VH-19596,Bus,Scania Citywide,2005,Petrol,574173,2024-06-24,2024-08-06,18.22,DR-5895,35,North,875.03,10.28,85.12,48.03,157.44,7328.68,5,2025-07-16,124.8,Active,Low,6.37,131
VH-19597,Motorcycle,Honda CB500X,2011,Petrol,472461,2024-07-09,2024-10-27,22.06,DR-9943,9,North,697.36,10.38,67.18,31.61,68.99,7905.96,10,2025-04-12,340.82,Active,Medium,14.34,578
VH-19598,Bus,Volvo 7900,2011,Hybrid,33032,2024-12-31,2025-03-10,17.7,DR-1386,24,North,769.37,19.31,39.84,43.47,89.23,2638.09,1,2026-01-01,89.24,In Repair,High,44.34,599
VH-19599,Bus,Scania Citywide,2007,Diesel,475382,2024-04-30,2024-07-05,4.93,DR-7665,9,Central,60.84,0.84,72.43,12.34,29.61,4707.92,0,2026-01-28,163.1,In Repair,High,5.38,838
VH-19600,Van,Renault Trafic,2024,Petrol,484932,2024-05-16,2024-09-12,12.23,DR-5811,28,North,747.47,13.34,56.03,61.12,90.76,7897.51,4,2025-12-19,367.07,Decommissioned,Medium,13.1,646
VH-19601,Bus,Scania Citywide,2024,Hybrid,283346,2024-03-23,2024-07-03,16.14,DR-8077,25,Central,283.45,6.22,45.57,17.56,44.87,8822.92,8,2025-05-25,299.88,Decommissioned,Medium,45.42,950
VH-19602,Motorcycle,Kawasaki Z650,2006,Petrol,125642,2024-12-06,2025-02-07,22.9,DR-2694,19,Central,511.43,5.63,90.84,22.33,63.53,2424.96,7,2025-11-19,223.12,Decommissioned,Medium,20.96,499
VH-19603,Car,Ford Focus,2014,Diesel,26638,2024-12-08,2025-02-23,11.63,DR-2883,7,South,705.31,8.76,80.51,60.65,211.96,3055.47,7,2025-09-19,180.91,Active,High,48.71,865
VH-19604,Motorcycle,Honda CB500X,2005,Petrol,511524,2024-09-06,2024-11-23,18.29,DR-2233,22,South,502.78,10.76,46.73,27.49,47.49,7187.27,8,2025-11-09,250.55,Decommissioned,Medium,47.42,186
VH-19605,Car,Ford Focus,2007,Hybrid,44508,2024-07-01,2024-08-27,10.26,DR-2950,8,South,917.8,40.58,22.62,89.45,229.94,3831.78,9,2025-05-26,96.38,Decommissioned,Low,29.35,893
VH-19606,Van,Mercedes Sprinter,2016,Hybrid,487840,2024-09-16,2024-10-28,21.28,DR-3045,15,North,385.06,4.99,77.17,18.09,46.08,9199.75,5,2025-09-23,277.52,In Repair,Medium,26.52,175
VH-19607,Car,Honda Civic,2015,Hybrid,167799,2024-06-17,2024-11-01,13.07,DR-3034,23,East,373.56,4.56,81.92,28.58,70.18,4646.68,2,2025-09-24,151.78,Decommissioned,High,30.86,776
VH-19608,Van,Ford Transit,2010,Electric,257065,2024-09-16,2025-02-24,5.92,DR-8424,30,West,213.05,2.22,95.97,35.99,103.79,5380.4,5,2025-12-20,81.25,Decommissioned,High,9.06,552
VH-19609,Truck,Scania R,2007,Diesel,101070,2024-09-24,2024-12-19,6.07,DR-5948,15,North,95.25,1.54,61.85,15.69,37.06,2178.02,1,2025-05-23,252.12,Active,Medium,47.16,727
VH-19610,Van,Renault Trafic,2014,Petrol,213306,2024-12-10,2025-01-31,16.22,DR-5240,28,Central,703.07,13.21,53.22,43.35,119.95,7439.1,5,2026-02-03,244.13,Active,Low,46.93,692
VH-19611,Motorcycle,Kawasaki Z650,2023,Hybrid,582406,2024-11-18,2025-04-25,5.63,DR-8133,2,North,968.79,10.7,90.54,172.08,284,9445.67,6,2025-03-29,395.53,In Repair,Low,19.2,606
VH-19612,Motorcycle,Honda CB500X,2009,Hybrid,447302,2024-10-22,2025-02-01,23.11,DR-7295,11,South,450.29,18.98,23.72,19.48,42.1,9244.81,6,2025-12-18,353.98,Decommissioned,Medium,23.03,726
VH-19613,Truck,Scania R,2007,Diesel,74882,2024-12-03,2025-02-13,10.95,DR-7622,30,Central,74.56,0.7,106.51,6.81,20.1,2839.11,10,2026-01-18,359.86,Decommissioned,Medium,5.69,53
VH-19614,Motorcycle,Yamaha MT-07,2012,Diesel,191039,2024-07-07,2024-11-23,16.47,DR-2818,22,Central,593.05,9.19,64.53,36.01,64.47,6184.76,8,2025-11-22,346.02,In Repair,High,21.22,869
VH-19615,Van,Ford Transit,2023,Electric,285879,2024-12-24,2025-03-13,22.41,DR-7709,15,North,246.81,2.99,82.55,11.01,26.81,9252.9,10,2025-07-02,373.05,In Repair,High,21.4,205
VH-19616,Bus,Volvo 7900,2013,Petrol,543826,2024-08-20,2024-11-08,22.46,DR-5191,18,East,400.26,4.94,81.02,17.82,40.72,4314.35,0,2025-06-06,59.07,In Repair,Medium,20.31,959
VH-19617,Van,Mercedes Sprinter,2016,Hybrid,366926,2024-08-30,2025-02-20,23.05,DR-7459,33,West,964.14,37.76,25.53,41.83,139.87,9019.56,4,2025-05-09,239.56,In Repair,Medium,28.95,535
VH-19618,Van,Mercedes Sprinter,2015,Hybrid,326375,2024-05-07,2024-10-24,17.11,DR-5059,18,South,510.36,13.55,37.66,29.83,40.24,7265.64,4,2025-03-28,233.68,Active,High,40.66,708
VH-19619,Motorcycle,Kawasaki Z650,2018,Diesel,451970,2025-01-21,2025-07-07,12.42,DR-8496,9,North,804.69,6.94,115.95,64.79,150.37,4112.92,8,2025-11-22,184.86,Decommissioned,Low,15.19,354
VH-19620,Van,Mercedes Sprinter,2012,Hybrid,424145,2024-11-26,2025-03-27,19.83,DR-5424,34,West,365.6,6.2,58.97,18.44,22.75,2479.15,8,2026-02-08,79.59,Decommissioned,Medium,24.77,230
VH-19621,Car,Toyota Corolla,2024,Electric,221001,2024-09-08,2024-11-05,7.28,DR-1003,16,West,479.84,5.3,90.54,65.91,97.37,8574.17,1,2025-09-28,77.42,Active,Medium,13.93,768
VH-19622,Bus,Mercedes Citaro,2022,Diesel,530665,2024-10-03,2024-11-02,6.86,DR-7718,35,Central,221.98,3.1,71.61,32.36,97.32,9768.02,9,2025-08-03,257.69,Decommissioned,Medium,36.2,522
VH-19623,Van,Mercedes Sprinter,2024,Petrol,325377,2024-02-25,2024-08-20,21.81,DR-8106,18,West,76.95,3.05,25.23,3.53,6.46,1167.86,8,2025-11-13,179.5,In Repair,Low,49.66,693
VH-19624,Car,Honda Civic,2011,Diesel,377623,2024-12-18,2025-06-15,19.8,DR-6787,27,North,575.86,12.45,46.25,29.08,67.69,6731.39,0,2025-10-22,229.03,Active,High,48.21,426
VH-19625,Motorcycle,Honda CB500X,2016,Hybrid,194231,2024-07-07,2024-11-08,4.69,DR-3921,2,North,268.89,2.72,98.86,57.33,158.97,1155.3,2,2025-05-13,341.83,In Repair,Low,31.53,712
VH-19626,Van,Ford Transit,2011,Hybrid,233966,2024-02-26,2024-04-08,11.07,DR-7760,26,East,861.23,8.97,96.01,77.8,168.87,4553.52,3,2025-04-20,398.68,Decommissioned,Low,12.37,947
VH-19627,Truck,Scania R,2023,Electric,360103,2024-09-29,2024-12-07,8.46,DR-9451,34,East,908.59,8.74,103.96,107.4,237.77,9233.74,3,2025-06-21,193.78,In Repair,Low,25.81,428
VH-19628,Motorcycle,Kawasaki Z650,2019,Diesel,528666,2024-08-25,2024-12-21,21.33,DR-6098,14,North,808.74,11.99,67.45,37.92,122.4,1445.31,6,2025-11-02,346.33,Decommissioned,Medium,44.9,815
VH-19629,Car,Ford Focus,2010,Petrol,328385,2024-09-23,2025-03-17,11.42,DR-9841,18,West,903.47,11.65,77.55,79.11,167.29,6033.76,7,2025-04-17,222.27,In Repair,High,27.49,938
VH-19630,Motorcycle,Yamaha MT-07,2009,Petrol,429518,2024-11-20,2025-03-22,5.96,DR-6638,14,South,928.86,10.4,89.31,155.85,378.28,7209.85,8,2025-06-07,137.92,In Repair,High,6.26,909
VH-19631,Bus,Volvo 7900,2011,Petrol,240443,2024-11-20,2025-01-18,23.28,DR-3373,26,West,952.15,7.96,119.62,40.9,74.12,1652.92,6,2025-07-08,209.08,In Repair,High,7.41,268
VH-19632,Truck,Scania R,2023,Hybrid,193901,2025-01-18,2025-06-13,8.16,DR-3663,12,East,381.86,6.79,56.24,46.8,142.95,1081.47,7,2026-01-08,342.45,In Repair,Medium,48.46,89
VH-19633,Bus,Mercedes Citaro,2008,Hybrid,387672,2024-11-11,2025-02-08,22.33,DR-5160,32,South,537.69,6.89,78.04,24.08,33.11,5373.24,6,2025-09-06,365.5,In Repair,Medium,10.84,812
VH-19634,Car,Ford Focus,2005,Diesel,408448,2024-10-30,2025-04-06,5.04,DR-2934,28,South,921.73,21.1,43.68,182.88,484.14,789.52,8,2025-09-06,284.01,In Repair,Low,13.28,368
VH-19635,Bus,Volvo 7900,2021,Electric,264129,2024-03-12,2024-07-05,10.55,DR-8675,16,South,700.64,30.16,23.23,66.41,112.34,3351.81,2,2025-05-11,329.37,Active,High,13.13,623
VH-19636,Motorcycle,Kawasaki Z650,2019,Petrol,264456,2024-03-27,2024-05-18,18.39,DR-9388,6,West,32.8,0.85,38.59,1.78,3.24,1365.81,10,2025-09-07,232.84,In Repair,Low,26.61,179
VH-19637,Motorcycle,Kawasaki Z650,2023,Hybrid,450522,2024-09-09,2025-02-06,16.82,DR-7149,31,East,73.7,1.45,50.83,4.38,8.61,2027.67,10,2025-06-29,109.35,In Repair,Medium,38.95,303
VH-19638,Car,Honda Civic,2022,Petrol,345538,2024-12-23,2025-05-26,14.55,DR-1500,32,South,476.28,5.53,86.13,32.73,41.14,9121.92,6,2025-11-23,132.68,Active,Medium,48.15,730
VH-19639,Motorcycle,Honda CB500X,2008,Electric,435487,2024-10-09,2024-12-20,4.1,DR-2302,11,West,430.28,4.07,105.72,104.95,358.03,2068.03,1,2025-08-28,58.48,Active,Low,43.45,266
VH-19640,Motorcycle,Yamaha MT-07,2008,Diesel,480246,2024-03-20,2024-09-13,12.45,DR-2193,4,Central,8.32,0.2,41.6,0.67,1.06,3320.99,9,2025-07-26,174.71,Active,Medium,15.46,596
VH-19641,Truck,Volvo FH,2021,Hybrid,433902,2024-03-05,2024-07-09,22.13,DR-4823,33,East,117.14,2.09,56.05,5.29,10.3,6564.55,2,2025-12-25,245.79,Decommissioned,Low,49.68,354
VH-19642,Car,Toyota Corolla,2015,Electric,254120,2024-06-11,2024-09-24,22.79,DR-1088,11,South,248.45,2.35,105.72,10.9,32.54,2047.31,2,2025-10-30,222.7,Active,Low,45.17,508
VH-19643,Truck,Mercedes Actros,2016,Petrol,248142,2024-11-13,2025-04-05,17.96,DR-3437,22,West,58.98,0.8,73.72,3.28,10.82,1360.5,2,2025-07-13,234.47,Decommissioned,Low,17.35,293
VH-19644,Motorcycle,Yamaha MT-07,2008,Electric,313918,2024-09-24,2025-03-05,4.27,DR-1004,7,West,648.15,10.75,60.29,151.79,387.95,9121.41,5,2025-12-04,373.78,Active,High,26.51,704
VH-19645,Car,Toyota Corolla,2018,Petrol,471327,2024-03-30,2024-09-05,18.74,DR-6555,17,Central,896.38,42.63,21.03,47.83,141.76,5563.77,6,2026-02-13,54.18,Active,High,12.2,50
VH-19646,Truck,Mercedes Actros,2009,Diesel,348598,2024-09-19,2025-01-17,5.69,DR-9018,12,South,784.63,6.71,116.93,137.9,243.26,1946.02,1,2025-10-17,130.45,Active,Low,10.83,936
VH-19647,Bus,Volvo 7900,2005,Hybrid,315690,2024-12-11,2025-02-20,9.25,DR-5792,34,East,334.51,6.72,49.78,36.16,106.64,2668.81,4,2025-09-17,218.55,Active,High,10.95,499
VH-19648,Bus,Volvo 7900,2019,Electric,289798,2024-05-12,2024-08-20,23.15,DR-7045,26,West,578.18,4.96,116.57,24.98,79.37,8957.43,7,2026-02-16,311.08,In Repair,High,11.51,240
VH-19649,Car,Toyota Corolla,2022,Hybrid,597822,2024-04-22,2024-05-22,10.68,DR-5467,14,South,198.68,3.26,60.94,18.6,63.55,3722.86,4,2025-10-18,185.26,Active,Medium,34.53,235
VH-19650,Van,Mercedes Sprinter,2015,Electric,24912,2024-04-27,2024-06-02,22.34,DR-6666,11,Central,301.28,9.69,31.09,13.49,16.32,5302.97,8,2025-08-14,134.35,In Repair,Low,32.35,486
VH-19651,Truck,Scania R,2016,Hybrid,107505,2024-07-13,2024-11-27,8.55,DR-2494,19,Central,181.38,5.21,34.81,21.21,47.58,4316.15,1,2025-10-16,78.05,Decommissioned,Low,25.06,321
VH-19652,Bus,Scania Citywide,2018,Hybrid,407168,2024-07-10,2024-11-04,20.94,DR-1061,6,North,246.65,3.41,72.33,11.78,31.08,7199.04,8,2025-07-13,286.28,Active,Low,15.66,411
VH-19653,Car,Ford Focus,2011,Petrol,129430,2024-07-19,2024-10-13,11.72,DR-1226,12,Central,663.39,6,110.56,56.6,143.79,5027.07,6,2025-12-20,252.39,Active,High,49.67,299
VH-19654,Car,Toyota Corolla,2023,Electric,322016,2024-09-22,2024-12-17,5.43,DR-7191,20,South,666.03,6.08,109.54,122.66,373.44,7400.53,5,2025-11-06,389.47,In Repair,Medium,35.47,960
VH-19655,Van,Mercedes Sprinter,2019,Electric,197793,2024-08-22,2024-12-21,13.96,DR-5884,6,North,898.79,11.84,75.91,64.38,195.76,6307.52,3,2026-01-13,358.11,Decommissioned,Low,36.49,625
VH-19656,Bus,Volvo 7900,2008,Diesel,382359,2024-05-12,2024-09-23,10.68,DR-5982,9,East,151.44,5.5,27.53,14.18,36.5,5821.55,6,2025-09-26,296.86,In Repair,Medium,34.24,79
VH-19657,Motorcycle,Yamaha MT-07,2013,Electric,65751,2024-07-18,2024-11-20,16.27,DR-8621,18,Central,11.53,0.51,22.61,0.71,1.35,5093.84,1,2025-05-18,284.37,Active,High,41.49,879
VH-19658,Car,Toyota Corolla,2016,Hybrid,120258,2025-01-22,2025-04-25,17.55,DR-5680,17,North,329.83,10.04,32.85,18.79,50.35,3210.91,7,2025-08-12,166.86,Decommissioned,High,32.57,509
VH-19659,Car,Toyota Corolla,2012,Petrol,211051,2024-03-24,2024-07-01,8.77,DR-3428,6,South,727.65,18.42,39.5,82.97,118.11,3552.7,3,2025-07-28,396.88,Decommissioned,Medium,17.19,466
VH-19660,Van,Mercedes Sprinter,2016,Electric,427924,2024-11-30,2025-01-08,24.84,DR-3070,15,East,563.47,6.84,82.38,22.68,70.44,4225.06,8,2025-12-15,170.38,Decommissioned,High,6.91,243
VH-19661,Van,Renault Trafic,2011,Electric,73915,2024-03-12,2024-07-01,7.86,DR-1403,18,East,648.52,7.96,81.47,82.51,273.03,6253.77,9,2025-04-21,259.67,In Repair,Low,35.69,109
VH-19662,Truck,Volvo FH,2024,Electric,108026,2024-03-16,2024-05-16,24.77,DR-8107,20,Central,824.02,8.93,92.28,33.27,69.2,6951.39,3,2025-12-15,155.69,Decommissioned,High,27.56,932
VH-19663,Truck,Volvo FH,2022,Petrol,375167,2024-08-27,2025-02-04,23.42,DR-9720,10,North,228.44,5.15,44.36,9.75,19.42,1663.1,0,2026-01-23,228.31,Active,High,6.75,464
VH-19664,Truck,Volvo FH,2015,Petrol,461417,2024-05-25,2024-09-23,11.09,DR-2091,32,North,369.93,3.9,94.85,33.36,44.72,1161.51,6,2025-08-20,336.57,Decommissioned,Low,17.63,920
VH-19665,Truck,Scania R,2016,Diesel,583637,2024-07-30,2024-09-18,9.45,DR-6382,10,East,320.33,6.9,46.42,33.9,107.64,3584.51,0,2025-12-19,165.28,Active,Medium,39.41,96
VH-19666,Car,Toyota Corolla,2010,Petrol,410154,2024-04-09,2024-07-19,19.96,DR-3418,3,West,432.64,4.05,106.82,21.68,74.89,3880.45,1,2025-06-27,205.93,Decommissioned,High,28.39,98
VH-19667,Bus,Mercedes Citaro,2008,Petrol,551265,2024-11-15,2025-01-18,16.87,DR-4900,1,North,590.77,6.08,97.17,35.02,119.57,4604,10,2025-04-22,161.16,Active,High,24.86,492
VH-19668,Car,Toyota Corolla,2014,Petrol,463693,2024-11-19,2025-02-25,5.98,DR-5683,29,Central,633.98,16.94,37.43,106.02,273.5,2883.15,5,2025-12-23,275.42,Active,Low,43.35,488
VH-19669,Car,Toyota Corolla,2015,Hybrid,82704,2025-01-19,2025-07-03,10.85,DR-8665,17,West,74.07,1.31,56.54,6.83,17.81,9375.51,1,2025-10-31,343.11,In Repair,High,21.69,814
VH-19670,Bus,Mercedes Citaro,2016,Petrol,450493,2024-11-10,2024-12-30,20.76,DR-9556,25,North,434.79,12.54,34.67,20.94,33.47,2823.27,4,2025-05-01,83.47,Decommissioned,Low,15.44,659
VH-19671,Truck,Mercedes Actros,2014,Electric,63529,2024-10-06,2024-11-06,5.67,DR-5001,21,West,245.97,3.75,65.59,43.38,115.15,3191.26,7,2025-06-04,135.64,In Repair,Low,48.72,309
VH-19672,Truck,Scania R,2012,Diesel,29759,2025-01-16,2025-06-01,6.83,DR-2944,10,North,252.67,2.59,97.56,36.99,67.36,9017.44,7,2025-04-18,224.47,In Repair,Low,19.41,231
VH-19673,Motorcycle,Kawasaki Z650,2016,Petrol,80428,2024-04-09,2024-05-31,23.14,DR-8274,19,South,362.87,4.2,86.4,15.68,38.33,6086.83,4,2026-01-29,230.36,Active,Medium,23.13,624
